Wall time,Step,Value
1611308172.6931682,183,0.9600625038146973
1611308205.416943,184,0.9576249718666077
1611308237.658168,185,0.9660000205039978
1611308270.4976985,186,0.9684643149375916
1611308303.2180607,187,0.9594017863273621
1611308336.0861762,188,0.9612321257591248
1611308368.5107205,189,0.9649553298950195
1611308400.7828603,190,0.9590446352958679
1611308433.2395735,191,0.9638482332229614
1611308465.805822,192,0.9635000228881836
1611308498.0864794,193,0.9712589383125305
1611308531.1028883,194,0.9593928456306458
1611308563.6248071,195,0.9617321491241455
1611308596.636283,196,0.9724464416503906
1611308629.362728,197,0.9587589502334595
1611308661.828021,198,0.9648571610450745
1611308694.5713465,199,0.961491048336029
1611308726.9935787,200,0.9661607146263123
1611308759.495219,201,0.9620624780654907
1611308791.755154,202,0.9586338996887207
1611308824.0496597,203,0.9673214554786682
1611308856.2953298,204,0.962017834186554
1611308888.771365,205,0.9687053561210632
1611308921.0553904,206,0.9652321338653564
1611308953.629886,207,0.9606160521507263
1611308986.646216,208,0.9655357003211975
1611309019.0792875,209,0.9660893082618713
1611309051.7149472,210,0.9582321643829346
1611309084.0780897,211,0.967491090297699
1611309116.2306328,212,0.9640714526176453
1611309148.797158,213,0.9608749747276306
1611309181.4622774,214,0.9736339449882507
1611309213.5092227,215,0.9650267958641052
1611309246.3968663,216,0.9628839492797852
1611309279.1376226,217,0.9625446200370789
1611309311.3331897,218,0.9647768139839172
1611309343.9871514,219,0.9731249809265137
1611309376.4047687,220,0.9719017744064331
1611309409.270609,221,0.9592321515083313
1611309441.7218425,222,0.9670892953872681
1611309474.0314376,223,0.9680535793304443
1611309506.6869316,224,0.9671160578727722
1611309538.9098666,225,0.9544285535812378
